buying,maint,persons,lugBoot,safety,classValues
med,vhigh,2,med,high,unacc
med,vhigh,2,big,low,unacc
med,vhigh,2,big,med,unacc
med,vhigh,2,big,high,unacc
med,vhigh,4,small,low,unacc
med,vhigh,4,small,med,unacc
med,vhigh,4,small,high,acc
med,vhigh,4,med,low,unacc
med,vhigh,4,med,med,unacc
med,vhigh,4,med,high,acc
med,vhigh,4,big,low,unacc
med,vhigh,4,big,med,acc
med,vhigh,4,big,high,acc
med,vhigh,more,small,low,unacc
med,vhigh,more,small,med,unacc
med,vhigh,more,small,high,unacc
med,vhigh,more,med,low,unacc
med,vhigh,more,med,med,unacc
med,vhigh,more,med,high,acc
med,vhigh,more,big,low,unacc
med,vhigh,more,big,med,acc
med,vhigh,more,big,high,acc
med,vhigh,2,small,low,unacc
med,vhigh,2,small,med,unacc
med,vhigh,2,small,high,unacc
med,vhigh,2,med,low,unacc
med,vhigh,2,med,med,unacc
med,vhigh,2,med,high,unacc
med,vhigh,2,big,low,unacc
med,vhigh,2,big,med,unacc
med,vhigh,2,big,high,unacc
med,vhigh,4,small,low,unacc
med,vhigh,4,small,med,unacc
med,vhigh,4,small,high,acc
med,vhigh,4,med,low,unacc
med,vhigh,4,med,med,unacc
med,vhigh,4,med,high,acc
med,vhigh,4,big,low,unacc
med,vhigh,4,big,med,acc
med,vhigh,4,big,high,acc
med,vhigh,more,small,low,unacc
med,vhigh,more,small,med,unacc
med,vhigh,more,small,high,acc
med,vhigh,more,med,low,unacc
med,vhigh,more,med,med,acc
med,vhigh,more,med,high,acc
med,vhigh,more,big,low,unacc
med,vhigh,more,big,med,acc
med,vhigh,more,big,high,acc
med,vhigh,2,small,low,unacc
med,vhigh,2,small,med,unacc
med,vhigh,2,small,high,unacc
med,vhigh,2,med,low,unacc
med,vhigh,2,med,med,unacc
med,vhigh,2,med,high,unacc
med,vhigh,2,big,low,unacc
med,vhigh,2,big,med,unacc
med,vhigh,2,big,high,unacc
med,vhigh,4,small,low,unacc
med,vhigh,4,small,med,unacc
med,vhigh,4,small,high,acc
med,vhigh,4,med,low,unacc
med,vhigh,4,med,med,acc
med,vhigh,4,med,high,acc
med,vhigh,4,big,low,unacc
med,vhigh,4,big,med,acc
med,vhigh,4,big,high,acc
med,vhigh,more,small,low,unacc
med,vhigh,more,small,med,unacc
med,vhigh,more,small,high,acc
med,vhigh,more,med,low,unacc
med,vhigh,more,med,med,acc
med,vhigh,more,med,high,acc
med,vhigh,more,big,low,unacc
med,vhigh,more,big,med,acc
med,vhigh,more,big,high,acc
med,vhigh,2,small,low,unacc
med,vhigh,2,small,med,unacc
med,vhigh,2,small,high,unacc
med,vhigh,2,med,low,unacc
med,vhigh,2,med,med,unacc
med,vhigh,2,med,high,unacc
med,vhigh,2,big,low,unacc
med,vhigh,2,big,med,unacc
med,vhigh,2,big,high,unacc
med,vhigh,4,small,low,unacc
med,vhigh,4,small,med,unacc
med,vhigh,4,small,high,acc
med,vhigh,4,med,low,unacc
med,vhigh,4,med,med,acc
med,vhigh,4,med,high,acc
med,vhigh,4,big,low,unacc
med,vhigh,4,big,med,acc
med,vhigh,4,big,high,acc
med,vhigh,more,small,low,unacc
med,vhigh,more,small,med,unacc
med,vhigh,more,small,high,acc
med,vhigh,more,med,low,unacc
med,vhigh,more,med,med,acc
med,vhigh,more,med,high,acc
med,vhigh,more,big,low,unacc
med,vhigh,more,big,med,acc
med,vhigh,more,big,high,acc
med,high,2,small,low,unacc
med,high,2,small,med,unacc
med,high,2,small,high,unacc
med,high,2,med,low,unacc
med,high,2,med,med,unacc
med,high,2,med,high,unacc
med,high,2,big,low,unacc
med,high,2,big,med,unacc
med,high,2,big,high,unacc
med,high,4,small,low,unacc
med,high,4,small,med,unacc
med,high,4,small,high,acc
med,high,4,med,low,unacc
med,high,4,med,med,unacc
med,high,4,med,high,acc
med,high,4,big,low,unacc
med,high,4,big,med,acc
med,high,4,big,high,acc
med,high,more,small,low,unacc
med,high,more,small,med,unacc
med,high,more,small,high,unacc
med,high,more,med,low,unacc
med,high,more,med,med,unacc
med,high,more,med,high,acc
med,high,more,big,low,unacc
med,high,more,big,med,acc
med,high,more,big,high,acc
med,high,2,small,low,unacc
med,high,2,small,med,unacc
med,high,2,small,high,unacc
med,high,2,med,low,unacc
med,high,2,med,med,unacc
med,high,2,med,high,unacc
med,high,2,big,low,unacc
med,high,2,big,med,unacc
med,high,2,big,high,unacc
med,high,4,small,low,unacc
med,high,4,small,med,unacc
med,high,4,small,high,acc
med,high,4,med,low,unacc
med,high,4,med,med,unacc
med,high,4,med,high,acc
med,high,4,big,low,unacc
med,high,4,big,med,acc
med,high,4,big,high,acc
med,high,more,small,low,unacc
med,high,more,small,med,unacc
med,high,more,small,high,acc
med,high,more,med,low,unacc
med,high,more,med,med,acc
med,high,more,med,high,acc
med,high,more,big,low,unacc
med,high,more,big,med,acc
med,high,more,big,high,acc
med,high,2,small,low,unacc
med,high,2,small,med,unacc
med,high,2,small,high,unacc
med,high,2,med,low,unacc
med,high,2,med,med,unacc
med,high,2,med,high,unacc
med,high,2,big,low,unacc
med,high,2,big,med,unacc
med,high,2,big,high,unacc
med,high,4,small,low,unacc
med,high,4,small,med,unacc
med,high,4,small,high,acc
med,high,4,med,low,unacc
med,high,4,med,med,acc
med,high,4,med,high,acc
med,high,4,big,low,unacc
med,high,4,big,med,acc
med,high,4,big,high,acc
med,high,more,small,low,unacc
med,high,more,small,med,unacc
med,high,more,small,high,acc
med,high,more,med,low,unacc
med,high,more,med,med,acc
med,high,more,med,high,acc
med,high,more,big,low,unacc
med,high,more,big,med,acc
med,high,more,big,high,acc
med,high,2,small,low,unacc
med,high,2,small,med,unacc
med,high,2,small,high,unacc
med,high,2,med,low,unacc
med,high,2,med,med,unacc
med,high,2,med,high,unacc
med,high,2,big,low,unacc
med,high,2,big,med,unacc
med,high,2,big,high,unacc
med,high,4,small,low,unacc
med,high,4,small,med,unacc
med,high,4,small,high,acc
med,high,4,med,low,unacc
med,high,4,med,med,acc
med,high,4,med,high,acc
med,high,4,big,low,unacc
med,high,4,big,med,acc
med,high,4,big,high,acc
med,high,more,small,low,unacc
med,high,more,small,med,unacc
med,high,more,small,high,acc
med,high,more,med,low,unacc
med,high,more,med,med,acc
med,high,more,med,high,acc
med,high,more,big,low,unacc
med,high,more,big,med,acc
med,high,more,big,high,acc
med,med,2,small,low,unacc
med,med,2,small,med,unacc
med,med,2,small,high,unacc
med,med,2,med,low,unacc
med,med,2,med,med,unacc
med,med,2,med,high,unacc
med,med,2,big,low,unacc
med,med,2,big,med,unacc
med,med,2,big,high,unacc
med,med,4,small,low,unacc
med,med,4,small,med,acc
med,med,4,small,high,acc
med,med,4,med,low,unacc
med,med,4,med,med,acc
med,med,4,med,high,acc
med,med,4,big,low,unacc
med,med,4,big,med,acc
med,med,4,big,high,vgood
med,med,more,small,low,unacc
med,med,more,small,med,unacc
med,med,more,small,high,unacc
med,med,more,med,low,unacc
med,med,more,med,med,acc
med,med,more,med,high,acc
med,med,more,big,low,unacc
med,med,more,big,med,acc
med,med,more,big,high,vgood
med,med,2,small,low,unacc
med,med,2,small,med,unacc
med,med,2,small,high,unacc
med,med,2,med,low,unacc
med,med,2,med,med,unacc
med,med,2,med,high,unacc
med,med,2,big,low,unacc
med,med,2,big,med,unacc
med,med,2,big,high,unacc
med,med,4,small,low,unacc
med,med,4,small,med,acc
med,med,4,small,high,acc
med,med,4,med,low,unacc
med,med,4,med,med,acc
med,med,4,med,high,acc
med,med,4,big,low,unacc
med,med,4,big,med,acc
med,med,4,big,high,vgood
med,med,more,small,low,unacc
med,med,more,small,med,acc
med,med,more,small,high,acc
med,med,more,med,low,unacc
med,med,more,med,med,acc
med,med,more,med,high,vgood
med,med,more,big,low,unacc
med,med,more,big,med,acc
med,med,more,big,high,vgood
med,med,2,small,low,unacc
med,med,2,small,med,unacc
med,med,2,small,high,unacc
med,med,2,med,low,unacc
med,med,2,med,med,unacc
med,med,2,med,high,unacc
med,med,2,big,low,unacc
med,med,2,big,med,unacc
med,med,2,big,high,unacc
med,med,4,small,low,unacc
med,med,4,small,med,acc
med,med,4,small,high,acc
med,med,4,med,low,unacc
med,med,4,med,med,acc
med,med,4,med,high,vgood
med,med,4,big,low,unacc
med,med,4,big,med,acc
med,med,4,big,high,vgood
med,med,more,small,low,unacc
med,med,more,small,med,acc
med,med,more,small,high,acc
med,med,more,med,low,unacc
med,med,more,med,med,acc
med,med,more,med,high,vgood
med,med,more,big,low,unacc
med,med,more,big,med,acc
med,med,more,big,high,vgood
med,med,2,small,low,unacc
med,med,2,small,med,unacc
med,med,2,small,high,unacc
med,med,2,med,low,unacc
med,med,2,med,med,unacc
med,med,2,med,high,unacc
med,med,2,big,low,unacc
med,med,2,big,med,unacc
med,med,2,big,high,unacc
med,med,4,small,low,unacc
med,med,4,small,med,acc
med,med,4,small,high,acc
med,med,4,med,low,unacc
med,med,4,med,med,acc
med,med,4,med,high,vgood
med,med,4,big,low,unacc
med,med,4,big,med,acc
med,med,4,big,high,vgood
med,med,more,small,low,unacc
med,med,more,small,med,acc
med,med,more,small,high,acc
med,med,more,med,low,unacc
med,med,more,med,med,acc
med,med,more,med,high,vgood
med,med,more,big,low,unacc
med,med,more,big,med,acc
med,med,more,big,high,vgood
med,low,2,small,low,unacc
med,low,2,small,med,unacc
med,low,2,small,high,unacc
med,low,2,med,low,unacc
med,low,2,med,med,unacc
med,low,2,med,high,unacc
med,low,2,big,low,unacc
med,low,2,big,med,unacc
med,low,2,big,high,unacc
med,low,4,small,low,unacc
med,low,4,small,med,acc
med,low,4,small,high,good
med,low,4,med,low,unacc
med,low,4,med,med,acc
med,low,4,med,high,good
med,low,4,big,low,unacc
med,low,4,big,med,good
med,low,4,big,high,vgood
med,low,more,small,low,unacc
med,low,more,small,med,unacc
med,low,more,small,high,unacc
med,low,more,med,low,unacc
med,low,more,med,med,acc
med,low,more,med,high,good
med,low,more,big,low,unacc
med,low,more,big,med,good
med,low,more,big,high,vgood
med,low,2,small,low,unacc
med,low,2,small,med,unacc
med,low,2,small,high,unacc
med,low,2,med,low,unacc
med,low,2,med,med,unacc
med,low,2,med,high,unacc
med,low,2,big,low,unacc
med,low,2,big,med,unacc
med,low,2,big,high,unacc
med,low,4,small,low,unacc
med,low,4,small,med,acc
med,low,4,small,high,good
med,low,4,med,low,unacc
med,low,4,med,med,acc
med,low,4,med,high,good
med,low,4,big,low,unacc
med,low,4,big,med,good
med,low,4,big,high,vgood
med,low,more,small,low,unacc
med,low,more,small,med,acc
med,low,more,small,high,good
med,low,more,med,low,unacc
med,low,more,med,med,good
med,low,more,med,high,vgood
med,low,more,big,low,unacc
med,low,more,big,med,good
med,low,more,big,high,vgood
med,low,2,small,low,unacc
med,low,2,small,med,unacc
med,low,2,small,high,unacc
med,low,2,med,low,unacc
med,low,2,med,med,unacc
med,low,2,med,high,unacc
med,low,2,big,low,unacc
med,low,2,big,med,unacc
med,low,2,big,high,unacc
med,low,4,small,low,unacc
med,low,4,small,med,acc
med,low,4,small,high,good
med,low,4,med,low,unacc
med,low,4,med,med,good
med,low,4,med,high,vgood
med,low,4,big,low,unacc
med,low,4,big,med,good
med,low,4,big,high,vgood
med,low,more,small,low,unacc
med,low,more,small,med,acc
med,low,more,small,high,good
med,low,more,med,low,unacc
med,low,more,med,med,good
med,low,more,med,high,vgood
med,low,more,big,low,unacc
med,low,more,big,med,good
med,low,more,big,high,vgood
med,low,2,small,low,unacc
med,low,2,small,med,unacc
med,low,2,small,high,unacc
med,low,2,med,low,unacc
med,low,2,med,med,unacc
med,low,2,med,high,unacc
med,low,2,big,low,unacc
med,low,2,big,med,unacc
med,low,2,big,high,unacc
med,low,4,small,low,unacc
med,low,4,small,med,acc
med,low,4,small,high,good
med,low,4,med,low,unacc
med,low,4,med,med,good
med,low,4,med,high,vgood
med,low,4,big,low,unacc
med,low,4,big,med,good
med,low,4,big,high,vgood
med,low,more,small,low,unacc
med,low,more,small,med,acc
med,low,more,small,high,good
med,low,more,med,low,unacc
med,low,more,med,med,good
med,low,more,med,high,vgood
med,low,more,big,low,unacc
med,low,more,big,med,good
med,low,more,big,high,vgood
low,vhigh,2,small,low,unacc
low,vhigh,2,small,med,unacc
low,vhigh,2,small,high,unacc
low,vhigh,2,med,low,unacc
low,vhigh,2,med,med,unacc
low,vhigh,2,med,high,unacc
low,vhigh,2,big,low,unacc
low,vhigh,2,big,med,unacc
low,vhigh,2,big,high,unacc
low,vhigh,4,small,low,unacc
low,vhigh,4,small,med,unacc
low,vhigh,4,small,high,acc
low,vhigh,4,med,low,unacc
low,vhigh,4,med,med,unacc
low,vhigh,4,med,high,acc
low,vhigh,4,big,low,unacc
low,vhigh,4,big,med,acc
low,vhigh,4,big,high,acc
low,vhigh,more,small,low,unacc
low,vhigh,more,small,med,unacc
low,vhigh,more,small,high,unacc
low,vhigh,more,med,low,unacc
low,vhigh,more,med,med,unacc
low,vhigh,more,med,high,acc
low,vhigh,more,big,low,unacc
low,vhigh,more,big,med,acc
low,vhigh,more,big,high,acc
low,vhigh,2,small,low,unacc
low,vhigh,2,small,med,unacc
low,vhigh,2,small,high,unacc
low,vhigh,2,med,low,unacc
low,vhigh,2,med,med,unacc
low,vhigh,2,med,high,unacc
low,vhigh,2,big,low,unacc
low,vhigh,2,big,med,unacc
low,vhigh,2,big,high,unacc
low,vhigh,4,small,low,unacc
low,vhigh,4,small,med,unacc
low,vhigh,4,small,high,acc
low,vhigh,4,med,low,unacc
low,vhigh,4,med,med,unacc
low,vhigh,4,med,high,acc
low,vhigh,4,big,low,unacc
low,vhigh,4,big,med,acc
low,vhigh,4,big,high,acc
low,vhigh,more,small,low,unacc
low,vhigh,more,small,med,unacc
low,vhigh,more,small,high,acc
low,vhigh,more,med,low,unacc
low,vhigh,more,med,med,acc
low,vhigh,more,med,high,acc
low,vhigh,more,big,low,unacc
low,vhigh,more,big,med,acc
low,vhigh,more,big,high,acc
low,vhigh,2,small,low,unacc
low,vhigh,2,small,med,unacc
low,vhigh,2,small,high,unacc
low,vhigh,2,med,low,unacc
low,vhigh,2,med,med,unacc
low,vhigh,2,med,high,unacc
low,vhigh,2,big,low,unacc
low,vhigh,2,big,med,unacc
low,vhigh,2,big,high,unacc
low,vhigh,4,small,low,unacc
low,vhigh,4,small,med,unacc
low,vhigh,4,small,high,acc
low,vhigh,4,med,low,unacc
low,vhigh,4,med,med,acc
low,vhigh,4,med,high,acc
low,vhigh,4,big,low,unacc
low,vhigh,4,big,med,acc
low,vhigh,4,big,high,acc
low,vhigh,more,small,low,unacc
low,vhigh,more,small,med,unacc
low,vhigh,more,small,high,acc
low,vhigh,more,med,low,unacc
low,vhigh,more,med,med,acc
low,vhigh,more,med,high,acc
low,vhigh,more,big,low,unacc
low,vhigh,more,big,med,acc
low,vhigh,more,big,high,acc
low,vhigh,2,small,low,unacc
low,vhigh,2,small,med,unacc
low,vhigh,2,small,high,unacc
low,vhigh,2,med,low,unacc
low,vhigh,2,med,med,unacc
low,vhigh,2,med,high,unacc
low,vhigh,2,big,low,unacc
low,vhigh,2,big,med,unacc
low,vhigh,2,big,high,unacc
low,vhigh,4,small,low,unacc
low,vhigh,4,small,med,unacc
low,vhigh,4,small,high,acc
low,vhigh,4,med,low,unacc
low,vhigh,4,med,med,acc
low,vhigh,4,med,high,acc
low,vhigh,4,big,low,unacc
low,vhigh,4,big,med,acc
low,vhigh,4,big,high,acc
low,vhigh,more,small,low,unacc
low,vhigh,more,small,med,unacc
low,vhigh,more,small,high,acc
low,vhigh,more,med,low,unacc
low,vhigh,more,med,med,acc
low,vhigh,more,med,high,acc
low,vhigh,more,big,low,unacc
low,vhigh,more,big,med,acc
low,vhigh,more,big,high,acc
low,high,2,small,low,unacc
low,high,2,small,med,unacc
low,high,2,small,high,unacc
low,high,2,med,low,unacc
low,high,2,med,med,unacc
low,high,2,med,high,unacc
low,high,2,big,low,unacc
low,high,2,big,med,unacc
low,high,2,big,high,unacc
low,high,4,small,low,unacc
low,high,4,small,med,acc
low,high,4,small,high,acc
low,high,4,med,low,unacc
low,high,4,med,med,acc
low,high,4,med,high,acc
low,high,4,big,low,unacc
low,high,4,big,med,acc
low,high,4,big,high,vgood
low,high,more,small,low,unacc
low,high,more,small,med,unacc
low,high,more,small,high,unacc
low,high,more,med,low,unacc
low,high,more,med,med,acc
low,high,more,med,high,acc
low,high,more,big,low,unacc
low,high,more,big,med,acc
low,high,more,big,high,vgood
low,high,2,small,low,unacc
low,high,2,small,med,unacc
low,high,2,small,high,unacc
low,high,2,med,low,unacc
low,high,2,med,med,unacc
low,high,2,med,high,unacc
low,high,2,big,low,unacc
low,high,2,big,med,unacc
low,high,2,big,high,unacc
low,high,4,small,low,unacc
low,high,4,small,med,acc
low,high,4,small,high,acc
low,high,4,med,low,unacc
low,high,4,med,med,acc
low,high,4,med,high,acc
low,high,4,big,low,unacc
low,high,4,big,med,acc
low,high,4,big,high,vgood
low,high,more,small,low,unacc
low,high,more,small,med,acc
low,high,more,small,high,acc
low,high,more,med,low,unacc
low,high,more,med,med,acc
low,high,more,med,high,vgood
low,high,more,big,low,unacc
low,high,more,big,med,acc
low,high,more,big,high,vgood
low,high,2,small,low,unacc
low,high,2,small,med,unacc
low,high,2,small,high,unacc
low,high,2,med,low,unacc
low,high,2,med,med,unacc
low,high,2,med,high,unacc
low,high,2,big,low,unacc
low,high,2,big,med,unacc
low,high,2,big,high,unacc
low,high,4,small,low,unacc
low,high,4,small,med,acc
low,high,4,small,high,acc
low,high,4,med,low,unacc
low,high,4,med,med,acc
low,high,4,med,high,vgood
low,high,4,big,low,unacc
low,high,4,big,med,acc
low,high,4,big,high,vgood
low,high,more,small,low,unacc
low,high,more,small,med,acc
low,high,more,small,high,acc
low,high,more,med,low,unacc
low,high,more,med,med,acc
low,high,more,med,high,vgood
low,high,more,big,low,unacc
low,high,more,big,med,acc
low,high,more,big,high,vgood
low,high,2,small,low,unacc
low,high,2,small,med,unacc
low,high,2,small,high,unacc
low,high,2,med,low,unacc
low,high,2,med,med,unacc
low,high,2,med,high,unacc
low,high,2,big,low,unacc
low,high,2,big,med,unacc
low,high,2,big,high,unacc
low,high,4,small,low,unacc
low,high,4,small,med,acc
low,high,4,small,high,acc
low,high,4,med,low,unacc
low,high,4,med,med,acc
low,high,4,med,high,vgood
low,high,4,big,low,unacc
low,high,4,big,med,acc
low,high,4,big,high,vgood
low,high,more,small,low,unacc
low,high,more,small,med,acc
low,high,more,small,high,acc
low,high,more,med,low,unacc
low,high,more,med,med,acc
low,high,more,med,high,vgood
low,high,more,big,low,unacc
low,high,more,big,med,acc
low,high,more,big,high,vgood
low,med,2,small,low,unacc
low,med,2,small,med,unacc
low,med,2,small,high,unacc
low,med,2,med,low,unacc
low,med,2,med,med,unacc
low,med,2,med,high,unacc
low,med,2,big,low,unacc
low,med,2,big,med,unacc
low,med,2,big,high,unacc
low,med,4,small,low,unacc
low,med,4,small,med,acc
low,med,4,small,high,good
low,med,4,med,low,unacc
low,med,4,med,med,acc
low,med,4,med,high,good
low,med,4,big,low,unacc
low,med,4,big,med,good
low,med,4,big,high,vgood
low,med,more,small,low,unacc
low,med,more,small,med,unacc
low,med,more,small,high,unacc
low,med,more,med,low,unacc
low,med,more,med,med,acc
low,med,more,med,high,good
low,med,more,big,low,unacc
low,med,more,big,med,good
low,med,more,big,high,vgood
low,med,2,small,low,unacc
low,med,2,small,med,unacc
low,med,2,small,high,unacc
low,med,2,med,low,unacc
low,med,2,med,med,unacc
low,med,2,med,high,unacc
low,med,2,big,low,unacc
low,med,2,big,med,unacc
low,med,2,big,high,unacc
low,med,4,small,low,unacc
low,med,4,small,med,acc
low,med,4,small,high,good
low,med,4,med,low,unacc
low,med,4,med,med,acc
low,med,4,med,high,good
low,med,4,big,low,unacc
low,med,4,big,med,good
low,med,4,big,high,vgood
low,med,more,small,low,unacc
low,med,more,small,med,acc
low,med,more,small,high,good
low,med,more,med,low,unacc
low,med,more,med,med,good
low,med,more,med,high,vgood
low,med,more,big,low,unacc
low,med,more,big,med,good
low,med,more,big,high,vgood
low,med,2,small,low,unacc
low,med,2,small,med,unacc
low,med,2,small,high,unacc
low,med,2,med,low,unacc
low,med,2,med,med,unacc
low,med,2,med,high,unacc
low,med,2,big,low,unacc
low,med,2,big,med,unacc
low,med,2,big,high,unacc
low,med,4,small,low,unacc
low,med,4,small,med,acc
low,med,4,small,high,good
low,med,4,med,low,unacc
low,med,4,med,med,good
low,med,4,med,high,vgood
low,med,4,big,low,unacc
low,med,4,big,med,good
low,med,4,big,high,vgood
low,med,more,small,low,unacc
low,med,more,small,med,acc
low,med,more,small,high,good
low,med,more,med,low,unacc
low,med,more,med,med,good
low,med,more,med,high,vgood
low,med,more,big,low,unacc
low,med,more,big,med,good
low,med,more,big,high,vgood
low,med,2,small,low,unacc
low,med,2,small,med,unacc
low,med,2,small,high,unacc
low,med,2,med,low,unacc
low,med,2,med,med,unacc
low,med,2,med,high,unacc
low,med,2,big,low,unacc
low,med,2,big,med,unacc
low,med,2,big,high,unacc
low,med,4,small,low,unacc
low,med,4,small,med,acc
low,med,4,small,high,good
low,med,4,med,low,unacc
low,med,4,med,med,good
low,med,4,med,high,vgood
low,med,4,big,low,unacc
low,med,4,big,med,good
low,med,4,big,high,vgood
low,med,more,small,low,unacc
low,med,more,small,med,acc
low,med,more,small,high,good
low,med,more,med,low,unacc
low,med,more,med,med,good
low,med,more,med,high,vgood
low,med,more,big,low,unacc
low,med,more,big,med,good
low,med,more,big,high,vgood
low,low,2,small,low,unacc
low,low,2,small,med,unacc
low,low,2,small,high,unacc
low,low,2,med,low,unacc
low,low,2,med,med,unacc
low,low,2,med,high,unacc
low,low,2,big,low,unacc
low,low,2,big,med,unacc
low,low,2,big,high,unacc
low,low,4,small,low,unacc
low,low,4,small,med,acc
low,low,4,small,high,good
low,low,4,med,low,unacc
low,low,4,med,med,acc
low,low,4,med,high,good
low,low,4,big,low,unacc
low,low,4,big,med,good
low,low,4,big,high,vgood
low,low,more,small,low,unacc
low,low,more,small,med,unacc
low,low,more,small,high,unacc
low,low,more,med,low,unacc
low,low,more,med,med,acc
low,low,more,med,high,good
low,low,more,big,low,unacc
low,low,more,big,med,good
low,low,more,big,high,vgood
low,low,2,small,low,unacc
low,low,2,small,med,unacc
low,low,2,small,high,unacc
low,low,2,med,low,unacc
low,low,2,med,med,unacc
low,low,2,med,high,unacc
low,low,2,big,low,unacc
low,low,2,big,med,unacc
low,low,2,big,high,unacc
low,low,4,small,low,unacc
low,low,4,small,med,acc
low,low,4,small,high,good
low,low,4,med,low,unacc
low,low,4,med,med,acc
low,low,4,med,high,good
low,low,4,big,low,unacc
low,low,4,big,med,good
low,low,4,big,high,vgood
low,low,more,small,low,unacc
low,low,more,small,med,acc
low,low,more,small,high,good
low,low,more,med,low,unacc
low,low,more,med,med,good
low,low,more,med,high,vgood
low,low,more,big,low,unacc
low,low,more,big,med,good
low,low,more,big,high,vgood
low,low,2,small,low,unacc
low,low,2,small,med,unacc
low,low,2,small,high,unacc
low,low,2,med,low,unacc
low,low,2,med,med,unacc
low,low,2,med,high,unacc
low,low,2,big,low,unacc
low,low,2,big,med,unacc
low,low,2,big,high,unacc
low,low,4,small,low,unacc
low,low,4,small,med,acc
low,low,4,small,high,good
low,low,4,med,low,unacc
low,low,4,med,med,good
low,low,4,med,high,vgood
low,low,4,big,low,unacc
low,low,4,big,med,good
low,low,4,big,high,vgood
low,low,more,small,low,unacc
low,low,more,small,med,acc
low,low,more,small,high,good
low,low,more,med,low,unacc
low,low,more,med,med,good
low,low,more,med,high,vgood
low,low,more,big,low,unacc
low,low,more,big,med,good
low,low,more,big,high,vgood
low,low,2,small,low,unacc
low,low,2,small,med,unacc
low,low,2,small,high,unacc
low,low,2,med,low,unacc
low,low,2,med,med,unacc
low,low,2,med,high,unacc
low,low,2,big,low,unacc
low,low,2,big,med,unacc
low,low,2,big,high,unacc
low,low,4,small,low,unacc
low,low,4,small,med,acc
low,low,4,small,high,good
low,low,4,med,low,unacc
low,low,4,med,med,good
low,low,4,med,high,vgood
low,low,4,big,low,unacc
low,low,4,big,med,good
low,low,4,big,high,vgood
low,low,more,small,low,unacc
low,low,more,small,med,acc
low,low,more,small,high,good
low,low,more,med,low,unacc
low,low,more,med,med,good
low,low,more,med,high,vgood
low,low,more,big,low,unacc
low,low,more,big,med,good
low,low,more,big,high,vgood
